"";"Annee";"Num_operation";"date_peche";"Code_station";"Code_espece_onema";"Code_INPN";"Effectif_peche"
"11868";2010;2127;2010-09-16 14:00:00;"01120000";"PES";69338;24
"11869";2010;2127;2010-09-16 14:00:00;"01120000";"ROT";67466;4
"11870";2010;2127;2010-09-16 14:00:00;"01120000";"VAN";67295;1
"11871";2010;2129;2010-09-30 09:30:00;"01009000";"BOU";67420;2
"11872";2010;2129;2010-09-30 09:30:00;"01009000";"CHA";69182;68
"11873";2010;2129;2010-09-30 09:30:00;"01009000";"EPI";426026;41
"11874";2010;2129;2010-09-30 09:30:00;"01009000";"GAR";67422;11
"11875";2010;2129;2010-09-30 09:30:00;"01009000";"GOU";67257;62
"11876";2010;2129;2010-09-30 09:30:00;"01009000";"LOF";67550;70
"11877";2010;2129;2010-09-30 09:30:00;"01009000";"LPP";66333;1
"11878";2010;2129;2010-09-30 09:30:00;"01009000";"PER";69350;10
"11879";2010;2129;2010-09-30 09:30:00;"01009000";"TAC";67804;1
"11880";2010;2129;2010-09-30 09:30:00;"01009000";"TRF";67778;1
"11881";2010;2129;2010-09-30 09:30:00;"01009000";"VAI";67404;30
"11882";2010;2129;2010-09-30 09:30:00;"01009000";"VAN";67295;2
"11883";2010;2130;2010-09-23 15:00:00;"03118300";"ANG";66832;3
"11884";2010;2130;2010-09-23 15:00:00;"03118300";"CHA";69182;59
"11885";2010;2130;2010-09-23 15:00:00;"03118300";"CHE";67310;7
"11886";2010;2130;2010-09-23 15:00:00;"03118300";"GOU";67257;2
"11887";2010;2130;2010-09-23 15:00:00;"03118300";"GRE";69354;1
"11888";2010;2130;2010-09-23 15:00:00;"03118300";"LOF";67550;56
"11889";2010;2130;2010-09-23 15:00:00;"03118300";"VAI";67404;22
"11890";2010;2130;2010-09-23 15:00:00;"03118300";"VAN";67295;10
"11891";2010;2132;2010-09-02 10:00:00;"01024000";"ABL";67111;1
"11892";2010;2132;2010-09-02 10:00:00;"01024000";"BOU";67420;43
"11893";2010;2132;2010-09-02 10:00:00;"01024000";"BRB";67203;9
"11894";2010;2132;2010-09-02 10:00:00;"01024000";"BRE";67074;24
"11895";2010;2132;2010-09-02 10:00:00;"01024000";"BRO";67606;8
"11896";2010;2132;2010-09-02 10:00:00;"01024000";"CAS";67206;4
"11897";2010;2132;2010-09-02 10:00:00;"01024000";"EPI";426026;2
"11898";2010;2132;2010-09-02 10:00:00;"01024000";"GAR";67422;157
"11899";2010;2132;2010-09-02 10:00:00;"01024000";"GOU";67257;9
"11900";2010;2132;2010-09-02 10:00:00;"01024000";"GRE";69354;2
"11901";2010;2132;2010-09-02 10:00:00;"01024000";"LOR";67506;14
"11902";2010;2132;2010-09-02 10:00:00;"01024000";"OCL";853999;1
"11903";2010;2132;2010-09-02 10:00:00;"01024000";"PER";69350;62
"11904";2010;2132;2010-09-02 10:00:00;"01024000";"ROT";67466;9
"11905";2010;2132;2010-09-02 10:00:00;"01024000";"SAN";69372;1
"11906";2010;2132;2010-09-02 10:00:00;"01024000";"TAN";67478;32
"11907";2010;2134;2010-10-05 14:00:00;"01041000";"ABH";67286;1
"11908";2010;2134;2010-10-05 14:00:00;"01041000";"ABL";67111;4
"11909";2010;2134;2010-10-05 14:00:00;"01041000";"ANG";66832;1
"11910";2010;2134;2010-10-05 14:00:00;"01041000";"BOU";67420;22
"11911";2010;2134;2010-10-05 14:00:00;"01041000";"BRB";67203;1
"11912";2010;2134;2010-10-05 14:00:00;"01041000";"BRE";67074;30
"11913";2010;2134;2010-10-05 14:00:00;"01041000";"BRO";67606;5
"11914";2010;2134;2010-10-05 14:00:00;"01041000";"CAS";67206;21
"11915";2010;2134;2010-10-05 14:00:00;"01041000";"CCO";67058;1
"11916";2010;2134;2010-10-05 14:00:00;"01041000";"EPI";426026;2
"11917";2010;2134;2010-10-05 14:00:00;"01041000";"EPT";69016;1
"11918";2010;2134;2010-10-05 14:00:00;"01041000";"GAR";67422;104
"11919";2010;2134;2010-10-05 14:00:00;"01041000";"GOU";67257;11
"11920";2010;2134;2010-10-05 14:00:00;"01041000";"GRE";69354;2
"11921";2010;2134;2010-10-05 14:00:00;"01041000";"LOF";67550;1
"11922";2010;2134;2010-10-05 14:00:00;"01041000";"LOR";67506;4
"11923";2010;2134;2010-10-05 14:00:00;"01041000";"OCL";853999;2
"11924";2010;2134;2010-10-05 14:00:00;"01041000";"PER";69350;30
"11925";2010;2134;2010-10-05 14:00:00;"01041000";"PES";69338;3
"11926";2010;2134;2010-10-05 14:00:00;"01041000";"PSR";67415;20
"11927";2010;2134;2010-10-05 14:00:00;"01041000";"ROT";67466;5
"11928";2010;2134;2010-10-05 14:00:00;"01041000";"TAN";67478;106
"11929";2010;2145;2010-09-01 15:30:00;"01037000";"CHA";69182;2
"11930";2010;2145;2010-09-01 15:30:00;"01037000";"CYP";185760;2
"11931";2010;2145;2010-09-01 15:30:00;"01037000";"EPI";426026;1
"11932";2010;2145;2010-09-01 15:30:00;"01037000";"GAR";67422;15
"11933";2010;2145;2010-09-01 15:30:00;"01037000";"PER";69350;2
"11934";2010;2145;2010-09-01 15:30:00;"01037000";"TAN";67478;1
"11935";2010;2158;2010-08-31 15:00:00;"01071000";"CHA";69182;2258
"11936";2010;2158;2010-08-31 15:00:00;"01071000";"GAR";67422;6
"11937";2010;2158;2010-08-31 15:00:00;"01071000";"PER";69350;2
"11938";2010;2158;2010-08-31 15:00:00;"01071000";"TAC";67804;2
"11939";2010;2158;2010-08-31 15:00:00;"01071000";"TRF";67778;26
"11940";2010;2161;2010-09-02 14:30:00;"01045000";"CAS";67206;7
"11941";2010;2161;2010-09-02 14:30:00;"01045000";"CHA";69182;53
"11942";2010;2161;2010-09-02 14:30:00;"01045000";"CHE";67310;8
"11943";2010;2161;2010-09-02 14:30:00;"01045000";"EPI";426026;38
"11944";2010;2161;2010-09-02 14:30:00;"01045000";"EPT";69016;43
"11945";2010;2161;2010-09-02 14:30:00;"01045000";"GAR";67422;10
"11946";2010;2161;2010-09-02 14:30:00;"01045000";"GOU";67257;1
"11947";2010;2161;2010-09-02 14:30:00;"01045000";"PER";69350;5
"11948";2010;2173;2010-05-18 15:00:00;"01059000";"ANG";66832;17
"11949";2010;2173;2010-05-18 15:00:00;"01059000";"CAA";67208;1
"11950";2010;2173;2010-05-18 15:00:00;"01059000";"CAG";67210;8
"11951";2010;2173;2010-05-18 15:00:00;"01059000";"EPT";69016;1
"11952";2010;2173;2010-05-18 15:00:00;"01059000";"GAR";67422;9
"11953";2010;2173;2010-05-18 15:00:00;"01059000";"GOU";67257;1
"11954";2010;2173;2010-05-18 15:00:00;"01059000";"LOF";67550;1
"11955";2010;2173;2010-05-18 15:00:00;"01059000";"PER";69350;2
"11956";2010;2173;2010-05-18 15:00:00;"01059000";"ROT";67466;2
"11957";2010;2173;2010-05-18 15:00:00;"01059000";"TAN";67478;41
"11958";2010;2174;2010-05-20 09:45:00;"01092000";"ANG";66832;64
"11959";2010;2174;2010-05-20 09:45:00;"01092000";"CHA";69182;29
"11960";2010;2174;2010-05-20 09:45:00;"01092000";"GOU";67257;13
"11961";2010;2174;2010-05-20 09:45:00;"01092000";"LPP";66333;24
"11962";2010;2174;2010-05-20 09:45:00;"01092000";"TAC";67804;2
"11963";2010;2174;2010-05-20 09:45:00;"01092000";"TRF";67778;3
"11964";2010;2184;2010-05-26 09:45:00;"01094000";"ANG";66832;35
"11965";2010;2184;2010-05-26 09:45:00;"01094000";"CAS";67206;1
"11966";2010;2184;2010-05-26 09:45:00;"01094000";"CHA";69182;12
"11967";2010;2184;2010-05-26 09:45:00;"01094000";"EPI";426026;1
"11968";2010;2184;2010-05-26 09:45:00;"01094000";"GAR";67422;3
"11969";2010;2184;2010-05-26 09:45:00;"01094000";"LPP";66333;5
"11970";2010;2184;2010-05-26 09:45:00;"01094000";"TRF";67778;12
"11971";2010;3443;2010-09-17 15:00:00;"04123760";"CHA";69182;4
"11972";2010;3443;2010-09-17 15:00:00;"04123760";"CHE";67310;3
"11973";2010;3443;2010-09-17 15:00:00;"04123760";"GOU";67257;11
"11974";2010;3443;2010-09-17 15:00:00;"04123760";"LOF";67550;20
"11975";2010;3443;2010-09-17 15:00:00;"04123760";"LPX";193826;3
"11976";2010;3443;2010-09-17 15:00:00;"04123760";"PFL";162667;205
"11977";2010;3443;2010-09-17 15:00:00;"04123760";"TRF";67778;66
"11978";2010;3443;2010-09-17 15:00:00;"04123760";"VAI";67404;56
"11979";2010;6683;2010-10-15 14:00:00;"04179565";"CHA";69182;140
"11980";2010;6683;2010-10-15 14:00:00;"04179565";"LOF";67550;87
"11981";2010;6683;2010-10-15 14:00:00;"04179565";"LPP";66333;15
"11982";2010;6683;2010-10-15 14:00:00;"04179565";"SAT";67765;4
"11983";2010;6683;2010-10-15 14:00:00;"04179565";"TRF";67778;61
"11984";2010;6684;2010-10-08 09:30:00;"04178103";"ANG";66832;3
"11985";2010;6684;2010-10-08 09:30:00;"04178103";"CHA";69182;128
"11986";2010;6684;2010-10-08 09:30:00;"04178103";"LOF";67550;10
"11987";2010;6684;2010-10-08 09:30:00;"04178103";"SAT";67765;54
"11988";2010;6684;2010-10-08 09:30:00;"04178103";"TRF";67778;58
"11989";2010;6684;2010-10-08 09:30:00;"04178103";"VAI";67404;8
"11990";2010;6689;2010-09-13 14:00:00;"04181960";"ANG";66832;9
"11991";2010;6689;2010-09-13 14:00:00;"04181960";"CHA";69182;258
"11992";2010;6689;2010-09-13 14:00:00;"04181960";"LOF";67550;3
"11993";2010;6689;2010-09-13 14:00:00;"04181960";"LPP";66333;19
"11994";2010;6689;2010-09-13 14:00:00;"04181960";"SAT";67765;26
"11995";2010;6689;2010-09-13 14:00:00;"04181960";"TRF";67778;135
"11996";2010;6689;2010-09-13 14:00:00;"04181960";"VAI";67404;2
"11997";2010;6701;2010-09-06 09:00:00;"04199865";"ANG";66832;11
"11998";2010;6701;2010-09-06 09:00:00;"04199865";"CHA";69182;17
"11999";2010;6701;2010-09-06 09:00:00;"04199865";"CHE";67310;51
"12000";2010;6701;2010-09-06 09:00:00;"04199865";"EPT";69016;21
"12001";2010;6701;2010-09-06 09:00:00;"04199865";"GAR";67422;2
"12002";2010;6701;2010-09-06 09:00:00;"04199865";"GOU";67257;42
"12003";2010;6701;2010-09-06 09:00:00;"04199865";"LOF";67550;71
"12004";2010;6701;2010-09-06 09:00:00;"04199865";"LPP";66333;26
"12005";2010;6701;2010-09-06 09:00:00;"04199865";"PER";69350;1
"12006";2010;6701;2010-09-06 09:00:00;"04199865";"TRF";67778;4
"12007";2010;6701;2010-09-06 09:00:00;"04199865";"VAI";67404;397
"12008";2010;6701;2010-09-06 09:00:00;"04199865";"VAN";67295;4
"12009";2010;6708;2010-06-18 09:00:00;"04215750";"ABL";67111;38
"12010";2010;6708;2010-06-18 09:00:00;"04215750";"ANG";66832;61
"12011";2010;6708;2010-06-18 09:00:00;"04215750";"BBG";69346;1
"12012";2010;6708;2010-06-18 09:00:00;"04215750";"BRB";67203;219
"12013";2010;6708;2010-06-18 09:00:00;"04215750";"BRE";67074;22
"12014";2010;6708;2010-06-18 09:00:00;"04215750";"CHE";67310;92
"12015";2010;6708;2010-06-18 09:00:00;"04215750";"GAR";67422;1426
"12016";2010;6708;2010-06-18 09:00:00;"04215750";"GOU";67257;4
"12017";2010;6708;2010-06-18 09:00:00;"04215750";"GRE";69354;1
"12018";2010;6708;2010-06-18 09:00:00;"04215750";"OCL";853999;5
"12019";2010;6708;2010-06-18 09:00:00;"04215750";"PCC";162668;22
"12020";2010;6708;2010-06-18 09:00:00;"04215750";"PER";69350;19
"12021";2010;6708;2010-06-18 09:00:00;"04215750";"PES";69338;54
"12022";2010;6708;2010-06-18 09:00:00;"04215750";"ROT";67466;53
"12023";2010;6708;2010-06-18 09:00:00;"04215750";"SAN";69372;5
"12024";2010;6708;2010-06-18 09:00:00;"04215750";"TAN";67478;2
"12025";2010;6714;2010-06-17 09:45:00;"04211550";"ANG";66832;29
"12026";2010;6714;2010-06-17 09:45:00;"04211550";"BRB";67203;1
"12027";2010;6714;2010-06-17 09:45:00;"04211550";"CHA";69182;98
"12028";2010;6714;2010-06-17 09:45:00;"04211550";"CHE";67310;21
"12029";2010;6714;2010-06-17 09:45:00;"04211550";"GAR";67422;4
"12030";2010;6714;2010-06-17 09:45:00;"04211550";"GOU";67257;77
"12031";2010;6714;2010-06-17 09:45:00;"04211550";"LOF";67550;67
"12032";2010;6714;2010-06-17 09:45:00;"04211550";"PER";69350;7
"12033";2010;6714;2010-06-17 09:45:00;"04211550";"SAN";69372;7
"12034";2010;6714;2010-06-17 09:45:00;"04211550";"VAI";67404;70
"12035";2010;7741;2010-06-21;"04153300";"ANG";66832;2
"12036";2010;7741;2010-06-21;"04153300";"GAR";67422;92
"12037";2010;7741;2010-06-21;"04153300";"GOU";67257;2
"12038";2010;7741;2010-06-21;"04153300";"LOF";67550;32
"12039";2010;7741;2010-06-21;"04153300";"OCL";853999;1
"12040";2010;7741;2010-06-21;"04153300";"PCC";162668;2
"12041";2010;7741;2010-06-21;"04153300";"PER";69350;2
"12042";2010;7741;2010-06-21;"04153300";"PES";69338;54
"12043";2010;7741;2010-06-21;"04153300";"ROT";67466;4
"12044";2010;7752;2010-09-28;"04119750";"ABL";67111;14
"12045";2010;7752;2010-09-28;"04119750";"BOU";67420;1
"12046";2010;7752;2010-09-28;"04119750";"BRE";67074;2
"12047";2010;7752;2010-09-28;"04119750";"CHA";69182;493
"12048";2010;7752;2010-09-28;"04119750";"CHE";67310;171
"12049";2010;7752;2010-09-28;"04119750";"GAR";67422;83
"12050";2010;7752;2010-09-28;"04119750";"GOU";67257;131
"12051";2010;7752;2010-09-28;"04119750";"LOF";67550;51
"12052";2010;7752;2010-09-28;"04119750";"LPP";66333;11
"12053";2010;7752;2010-09-28;"04119750";"OCL";853999;3
"12054";2010;7752;2010-09-28;"04119750";"PER";69350;3
"12055";2010;7752;2010-09-28;"04119750";"TRF";67778;16
"12056";2010;7752;2010-09-28;"04119750";"VAI";67404;430
"12057";2010;7753;2010-09-30;"04128490";"ABL";67111;2
"12058";2010;7753;2010-09-30;"04128490";"ANG";66832;39
"12059";2010;7753;2010-09-30;"04128490";"BRB";67203;2
"12060";2010;7753;2010-09-30;"04128490";"BRO";67606;3
"12061";2010;7753;2010-09-30;"04128490";"CHE";67310;44
"12062";2010;7753;2010-09-30;"04128490";"GAR";67422;192
"12063";2010;7753;2010-09-30;"04128490";"GOU";67257;34
"12064";2010;7753;2010-09-30;"04128490";"GRE";69354;49
"12065";2010;7753;2010-09-30;"04128490";"OCL";853999;2
"12066";2010;7753;2010-09-30;"04128490";"PCH";67571;1
"12067";2010;7753;2010-09-30;"04128490";"PER";69350;53
"12068";2010;7753;2010-09-30;"04128490";"PES";69338;182
"12069";2010;7753;2010-09-30;"04128490";"ROT";67466;3
"12070";2010;7753;2010-09-30;"04128490";"SIL";67585;20
"12071";2010;7753;2010-09-30;"04128490";"TAN";67478;2
"12072";2010;7761;2010-09-21;"04110000";"ABL";67111;53
"12073";2010;7761;2010-09-21;"04110000";"BOU";67420;68
"12074";2010;7761;2010-09-21;"04110000";"BRO";67606;3
"12075";2010;7761;2010-09-21;"04110000";"CHE";67310;15
"12076";2010;7761;2010-09-21;"04110000";"GAR";67422;16
"12077";2010;7761;2010-09-21;"04110000";"GOU";67257;1
"12078";2010;7761;2010-09-21;"04110000";"OCL";853999;3
"12079";2010;7761;2010-09-21;"04110000";"PCH";67571;5
"12080";2010;7761;2010-09-21;"04110000";"PER";69350;1
"12081";2010;7761;2010-09-21;"04110000";"PES";69338;37
"12082";2010;7761;2010-09-21;"04110000";"PSR";67415;2
"12083";2010;7761;2010-09-21;"04110000";"ROT";67466;72
"12084";2010;7761;2010-09-21;"04110000";"SIL";67585;1
"12085";2010;7761;2010-09-21;"04110000";"TAN";67478;16
"12086";2010;7766;2010-09-13;"04102500";"ABL";67111;3
"12087";2010;7766;2010-09-13;"04102500";"BOU";67420;21
"12088";2010;7766;2010-09-13;"04102500";"BRB";67203;19
"12089";2010;7766;2010-09-13;"04102500";"CAS";67206;1
"12090";2010;7766;2010-09-13;"04102500";"CHE";67310;5
"12091";2010;7766;2010-09-13;"04102500";"GAR";67422;84
"12092";2010;7766;2010-09-13;"04102500";"LOR";67506;3
"12093";2010;7766;2010-09-13;"04102500";"PCH";67571;335
"12094";2010;7766;2010-09-13;"04102500";"PER";69350;56
"12095";2010;7766;2010-09-13;"04102500";"PES";69338;34
"12096";2010;7766;2010-09-13;"04102500";"ROT";67466;7
"12097";2010;7766;2010-09-13;"04102500";"SAN";69372;2
"12098";2010;7766;2010-09-13;"04102500";"TAN";67478;3
"12099";2010;7770;2010-09-08;"04145000";"ANG";66832;35
"12100";2010;7770;2010-09-08;"04145000";"CHE";67310;14
"12101";2010;7770;2010-09-08;"04145000";"GAR";67422;66
"12102";2010;7770;2010-09-08;"04145000";"GOU";67257;10
"12103";2010;7770;2010-09-08;"04145000";"GRE";69354;1
"12104";2010;7770;2010-09-08;"04145000";"OCL";853999;3
"12105";2010;7770;2010-09-08;"04145000";"PCH";67571;1
"12106";2010;7770;2010-09-08;"04145000";"PER";69350;36
"12107";2010;7770;2010-09-08;"04145000";"PES";69338;6
"12108";2010;7770;2010-09-08;"04145000";"TAN";67478;1
"12109";2010;7770;2010-09-08;"04145000";"VAR";67292;4
"12110";2010;7772;2010-09-01;"04119000";"ABL";67111;2
"12111";2010;7772;2010-09-01;"04119000";"ANG";66832;15
"12112";2010;7772;2010-09-01;"04119000";"CHE";67310;6
"12113";2010;7772;2010-09-01;"04119000";"GAR";67422;29
"12114";2010;7772;2010-09-01;"04119000";"GRE";69354;12
"12115";2010;7772;2010-09-01;"04119000";"OCL";853999;1
"12116";2010;7772;2010-09-01;"04119000";"PCH";67571;2
"12117";2010;7772;2010-09-01;"04119000";"PER";69350;84
"12118";2010;7772;2010-09-01;"04119000";"PES";69338;2
"12119";2010;7772;2010-09-01;"04119000";"SAN";69372;1
"12120";2010;7774;2010-08-30;"04108425";"BRO";67606;1
"12121";2010;7774;2010-08-30;"04108425";"CHA";69182;6
"12122";2010;7774;2010-08-30;"04108425";"EPT";69016;126
"12123";2010;7774;2010-08-30;"04108425";"LOF";67550;35
"12124";2010;7774;2010-08-30;"04108425";"PER";69350;1
"12125";2010;7774;2010-08-30;"04108425";"ROT";67466;1
"12126";2010;7774;2010-08-30;"04108425";"VAI";67404;16
"12127";2010;8730;2010-06-25 09:15:00;"03041247";"ANG";66832;1
"12128";2010;8730;2010-06-25 09:15:00;"03041247";"BAF";67143;3
"12129";2010;8730;2010-06-25 09:15:00;"03041247";"BRO";67606;1
"12130";2010;8730;2010-06-25 09:15:00;"03041247";"CHA";69182;96
"12131";2010;8730;2010-06-25 09:15:00;"03041247";"CHE";67310;11
"12132";2010;8730;2010-06-25 09:15:00;"03041247";"GAR";67422;59
"12133";2010;8730;2010-06-25 09:15:00;"03041247";"GOU";67257;4
"12134";2010;8730;2010-06-25 09:15:00;"03041247";"HOT";67220;1
"12135";2010;8730;2010-06-25 09:15:00;"03041247";"LPP";66333;7
"12136";2010;8730;2010-06-25 09:15:00;"03041247";"PER";69350;6
"12137";2010;8730;2010-06-25 09:15:00;"03041247";"PES";69338;6
"12138";2010;8730;2010-06-25 09:15:00;"03041247";"SPI";67104;5
"12139";2010;8730;2010-06-25 09:15:00;"03041247";"TAN";67478;2
"12140";2010;15539;2010-05-21 09:00:00;"04086060";"ANG";66832;1
"12141";2010;15539;2010-05-21 09:00:00;"04086060";"APP";18437;2
"12142";2010;15539;2010-05-21 09:00:00;"04086060";"CAS";67206;1
"12143";2010;15539;2010-05-21 09:00:00;"04086060";"CCO";67058;1
"12144";2010;15539;2010-05-21 09:00:00;"04086060";"CHA";69182;10
"12145";2010;15539;2010-05-21 09:00:00;"04086060";"CHE";67310;18
"12146";2010;15539;2010-05-21 09:00:00;"04086060";"CMI";67058;1
"12147";2010;15539;2010-05-21 09:00:00;"04086060";"LOF";67550;1
"12148";2010;15539;2010-05-21 09:00:00;"04086060";"LPP";66333;1
"12149";2010;15539;2010-05-21 09:00:00;"04086060";"PER";69350;6
"12150";2010;15539;2010-05-21 09:00:00;"04086060";"PES";69338;3
"12151";2010;15539;2010-05-21 09:00:00;"04086060";"PFL";162667;1
"12152";2010;15539;2010-05-21 09:00:00;"04086060";"ROT";67466;1
"12153";2010;15539;2010-05-21 09:00:00;"04086060";"TRF";67778;17
"12154";2010;15539;2010-05-21 09:00:00;"04086060";"VAI";67404;121
"12155";2010;16972;2010-09-07 10:00:00;"04053320";"ANG";66832;8
"12156";2010;16972;2010-09-07 10:00:00;"04053320";"BAF";67143;2
"12157";2010;16972;2010-09-07 10:00:00;"04053320";"BOU";67420;2
"12158";2010;16972;2010-09-07 10:00:00;"04053320";"BRE";67074;9
"12159";2010;16972;2010-09-07 10:00:00;"04053320";"CAK";67058;1
"12160";2010;16972;2010-09-07 10:00:00;"04053320";"CHA";69182;293
"12161";2010;16972;2010-09-07 10:00:00;"04053320";"CHE";67310;42
"12162";2010;16972;2010-09-07 10:00:00;"04053320";"EPT";69016;1
"12163";2010;16972;2010-09-07 10:00:00;"04053320";"GAR";67422;47
"12164";2010;16972;2010-09-07 10:00:00;"04053320";"GOU";67257;49
"12165";2010;16972;2010-09-07 10:00:00;"04053320";"LOF";67550;4
"12166";2010;16972;2010-09-07 10:00:00;"04053320";"OCL";853999;1
"12167";2010;16972;2010-09-07 10:00:00;"04053320";"PCH";67571;1
"12168";2010;16972;2010-09-07 10:00:00;"04053320";"PER";69350;6
"12169";2010;16972;2010-09-07 10:00:00;"04053320";"PES";69338;11
"12170";2010;16972;2010-09-07 10:00:00;"04053320";"ROT";67466;6
"12171";2010;16972;2010-09-07 10:00:00;"04053320";"VAI";67404;94
"12172";2010;17331;2010-05-21 09:30:00;"04053400";"ANG";66832;5
"12173";2010;17331;2010-05-21 09:30:00;"04053400";"BRO";67606;8
"12174";2010;17331;2010-05-21 09:30:00;"04053400";"CAG";67210;2
"12175";2010;17331;2010-05-21 09:30:00;"04053400";"CAS";67206;1
"12176";2010;17331;2010-05-21 09:30:00;"04053400";"CCO";67058;3
"12177";2010;17331;2010-05-21 09:30:00;"04053400";"CHA";69182;1
"12178";2010;17331;2010-05-21 09:30:00;"04053400";"CHE";67310;6
"12179";2010;17331;2010-05-21 09:30:00;"04053400";"EPT";69016;10
"12180";2010;17331;2010-05-21 09:30:00;"04053400";"GAR";67422;161
"12181";2010;17331;2010-05-21 09:30:00;"04053400";"GOU";67257;10
"12182";2010;17331;2010-05-21 09:30:00;"04053400";"LOF";67550;29
"12183";2010;17331;2010-05-21 09:30:00;"04053400";"OCL";853999;6
"12184";2010;17331;2010-05-21 09:30:00;"04053400";"PCH";67571;1
"12185";2010;17331;2010-05-21 09:30:00;"04053400";"PER";69350;14
"12186";2010;17331;2010-05-21 09:30:00;"04053400";"PES";69338;5
"12187";2010;17331;2010-05-21 09:30:00;"04053400";"PSR";67415;1
"12188";2010;17331;2010-05-21 09:30:00;"04053400";"ROT";67466;3
"12189";2010;17331;2010-05-21 09:30:00;"04053400";"TAN";67478;6
"12190";2010;17416;2010-05-04 10:15:00;"04048000";"ABL";67111;178
"12191";2010;17416;2010-05-04 10:15:00;"04048000";"ANG";66832;21
"12192";2010;17416;2010-05-04 10:15:00;"04048000";"ASP";200255;1
"12193";2010;17416;2010-05-04 10:15:00;"04048000";"BAF";67143;44
"12194";2010;17416;2010-05-04 10:15:00;"04048000";"BOU";67420;128
"12195";2010;17416;2010-05-04 10:15:00;"04048000";"BRB";67203;1
"12196";2010;17416;2010-05-04 10:15:00;"04048000";"BRE";67074;97
"12197";2010;17416;2010-05-04 10:15:00;"04048000";"CAG";67210;1
"12198";2010;17416;2010-05-04 10:15:00;"04048000";"CCO";67058;1
"12199";2010;17416;2010-05-04 10:15:00;"04048000";"CHE";67310;190
"12200";2010;17416;2010-05-04 10:15:00;"04048000";"GAR";67422;44
"12201";2010;17416;2010-05-04 10:15:00;"04048000";"GOU";67257;240
"12202";2010;17416;2010-05-04 10:15:00;"04048000";"GRE";69354;1
"12203";2010;17416;2010-05-04 10:15:00;"04048000";"HOT";67220;7
"12204";2010;17416;2010-05-04 10:15:00;"04048000";"LOF";67550;1
"12205";2010;17416;2010-05-04 10:15:00;"04048000";"PCH";67571;63
"12206";2010;17416;2010-05-04 10:15:00;"04048000";"PER";69350;8
"12207";2010;17416;2010-05-04 10:15:00;"04048000";"PES";69338;10
"12208";2010;17416;2010-05-04 10:15:00;"04048000";"PSR";67415;19
"12209";2010;17416;2010-05-04 10:15:00;"04048000";"ROT";67466;1
"12210";2010;17416;2010-05-04 10:15:00;"04048000";"SIL";67585;6
"12211";2010;17416;2010-05-04 10:15:00;"04048000";"SPI";67104;133
"12212";2010;17416;2010-05-04 10:15:00;"04048000";"VAN";67295;2
"12213";2010;17552;2010-09-17 10:00:00;"04074000";"ABL";67111;1
"12214";2010;17552;2010-09-17 10:00:00;"04074000";"ANG";66832;3
"12215";2010;17552;2010-09-17 10:00:00;"04074000";"BAF";67143;1
"12216";2010;17552;2010-09-17 10:00:00;"04074000";"BRE";67074;2
"12217";2010;17552;2010-09-17 10:00:00;"04074000";"BRO";67606;3
"12218";2010;17552;2010-09-17 10:00:00;"04074000";"CCU";67058;1
"12219";2010;17552;2010-09-17 10:00:00;"04074000";"CHA";69182;4
"12220";2010;17552;2010-09-17 10:00:00;"04074000";"CHE";67310;27
"12221";2010;17552;2010-09-17 10:00:00;"04074000";"EPT";69016;1
"12222";2010;17552;2010-09-17 10:00:00;"04074000";"GAR";67422;42
"12223";2010;17552;2010-09-17 10:00:00;"04074000";"GOU";67257;10
"12224";2010;17552;2010-09-17 10:00:00;"04074000";"GRE";69354;2
"12225";2010;17552;2010-09-17 10:00:00;"04074000";"LOF";67550;4
"12226";2010;17552;2010-09-17 10:00:00;"04074000";"LPP";66333;4
"12227";2010;17552;2010-09-17 10:00:00;"04074000";"PER";69350;10
"12228";2010;17552;2010-09-17 10:00:00;"04074000";"TAN";67478;6
"12229";2010;17552;2010-09-17 10:00:00;"04074000";"VAI";67404;2
"12230";2010;17570;2010-09-16 10:00:00;"04096105";"CCO";67058;2
"12231";2010;17570;2010-09-16 10:00:00;"04096105";"CHA";69182;1
"12232";2010;17570;2010-09-16 10:00:00;"04096105";"CHE";67310;197
"12233";2010;17570;2010-09-16 10:00:00;"04096105";"GAR";67422;1
"12234";2010;17570;2010-09-16 10:00:00;"04096105";"GOU";67257;562
"12235";2010;17570;2010-09-16 10:00:00;"04096105";"LOF";67550;24
"12236";2010;17570;2010-09-16 10:00:00;"04096105";"PER";69350;5
"12237";2010;17570;2010-09-16 10:00:00;"04096105";"PFL";162667;95
"12238";2010;17570;2010-09-16 10:00:00;"04096105";"ROT";67466;1
"12239";2010;17570;2010-09-16 10:00:00;"04096105";"TAN";67478;1
"12240";2010;17570;2010-09-16 10:00:00;"04096105";"VAI";67404;30
"12241";2010;17591;2010-06-01 15:30:00;"04063550";"BAF";67143;6
"12242";2010;17591;2010-06-01 15:30:00;"04063550";"CHA";69182;135
"12243";2010;17591;2010-06-01 15:30:00;"04063550";"CHE";67310;6
"12244";2010;17591;2010-06-01 15:30:00;"04063550";"EPT";69016;1
"12245";2010;17591;2010-06-01 15:30:00;"04063550";"GAR";67422;1
"12246";2010;17591;2010-06-01 15:30:00;"04063550";"GOU";67257;33
"12247";2010;17591;2010-06-01 15:30:00;"04063550";"LOF";67550;19
"12248";2010;17591;2010-06-01 15:30:00;"04063550";"OCL";853999;4
"12249";2010;17591;2010-06-01 15:30:00;"04063550";"SPI";67104;5
