"";"Annee";"Num_operation";"date_peche";"Code_station";"Code_espece_onema";"Code_INPN";"Effectif_peche"
"4526";2000;565;2000-06-07 14:03:00;"03118300";"ANG";66832;5
"4527";2000;565;2000-06-07 14:03:00;"03118300";"CHA";69182;25
"4528";2000;565;2000-06-07 14:03:00;"03118300";"EPI";426026;6
"4529";2000;565;2000-06-07 14:03:00;"03118300";"GOU";67257;34
"4530";2000;565;2000-06-07 14:03:00;"03118300";"GRE";69354;2
"4531";2000;565;2000-06-07 14:03:00;"03118300";"LOF";67550;561
"4532";2000;565;2000-06-07 14:03:00;"03118300";"LPP";66333;5
"4533";2000;565;2000-06-07 14:03:00;"03118300";"PES";69338;8
"4534";2000;565;2000-06-07 14:03:00;"03118300";"TRF";67778;15
"4535";2000;565;2000-06-07 14:03:00;"03118300";"VAI";67404;135
"4536";2000;565;2000-06-07 14:03:00;"03118300";"VAN";67295;1
"4537";2000;957;2000-04-19 14:00:00;"03112480";"ABL";67111;73
"4538";2000;957;2000-04-19 14:00:00;"03112480";"ANG";66832;11
"4539";2000;957;2000-04-19 14:00:00;"03112480";"CHE";67310;23
"4540";2000;957;2000-04-19 14:00:00;"03112480";"GAR";67422;1
"4541";2000;957;2000-04-19 14:00:00;"03112480";"GOU";67257;5
"4542";2000;957;2000-04-19 14:00:00;"03112480";"HOT";67220;1
"4543";2000;957;2000-04-19 14:00:00;"03112480";"PER";69350;15
"4544";2000;957;2000-04-19 14:00:00;"03112480";"TAN";67478;2
"4545";2000;958;2000-04-20 10:00:00;"03112088";"ABL";67111;544
"4546";2000;958;2000-04-20 10:00:00;"03112088";"ANG";66832;8
"4547";2000;958;2000-04-20 10:00:00;"03112088";"BOU";67420;1
"4548";2000;958;2000-04-20 10:00:00;"03112088";"BRE";67074;1
"4549";2000;958;2000-04-20 10:00:00;"03112088";"BRO";67606;4
"4550";2000;958;2000-04-20 10:00:00;"03112088";"CHE";67310;17
"4551";2000;958;2000-04-20 10:00:00;"03112088";"GAR";67422;11
"4552";2000;958;2000-04-20 10:00:00;"03112088";"GOU";67257;6
"4553";2000;958;2000-04-20 10:00:00;"03112088";"PER";69350;16
"4554";2000;1101;2000-05-17 10:37:00;"01037000";"BRO";67606;1
"4555";2000;1101;2000-05-17 10:37:00;"01037000";"EPI";426026;38
"4556";2000;1101;2000-05-17 10:37:00;"01037000";"ROT";67466;4
"4557";2000;1106;2000-10-05 10:26:00;"01071000";"CHA";69182;587
"4558";2000;1106;2000-10-05 10:26:00;"01071000";"TAC";67804;1
"4559";2000;1106;2000-10-05 10:26:00;"01071000";"TRF";67778;2
"4560";2000;3423;2000-09-19 10:00:00;"03210955";"ANG";66832;47
"4561";2000;3423;2000-09-19 10:00:00;"03210955";"CHA";69182;10
"4562";2000;3423;2000-09-19 10:00:00;"03210955";"CHE";67310;15
"4563";2000;3423;2000-09-19 10:00:00;"03210955";"GAR";67422;1
"4564";2000;3423;2000-09-19 10:00:00;"03210955";"LOF";67550;4
"4565";2000;3423;2000-09-19 10:00:00;"03210955";"TRF";67778;4
"4566";2000;3423;2000-09-19 10:00:00;"03210955";"VAI";67404;58
"4567";2000;3453;2000-09-12 14:00:00;"04123760";"CHA";69182;14
"4568";2000;3453;2000-09-12 14:00:00;"04123760";"CHE";67310;1
"4569";2000;3453;2000-09-12 14:00:00;"04123760";"GOU";67257;23
"4570";2000;3453;2000-09-12 14:00:00;"04123760";"LOF";67550;62
"4571";2000;3453;2000-09-12 14:00:00;"04123760";"LPP";66333;1
"4572";2000;3453;2000-09-12 14:00:00;"04123760";"PER";69350;1
"4573";2000;3453;2000-09-12 14:00:00;"04123760";"TRF";67778;125
"4574";2000;3453;2000-09-12 14:00:00;"04123760";"VAI";67404;50
"4575";2000;4065;2000-09-19 14:30:00;"03232450";"ANG";66832;24
"4576";2000;4065;2000-09-19 14:30:00;"03232450";"CHA";69182;27
"4577";2000;4065;2000-09-19 14:30:00;"03232450";"CHE";67310;19
"4578";2000;4065;2000-09-19 14:30:00;"03232450";"GOU";67257;1
"4579";2000;4065;2000-09-19 14:30:00;"03232450";"LOF";67550;186
"4580";2000;4065;2000-09-19 14:30:00;"03232450";"LPP";66333;11
"4581";2000;4065;2000-09-19 14:30:00;"03232450";"TRF";67778;11
"4582";2000;4065;2000-09-19 14:30:00;"03232450";"TRM";67774;1
"4583";2000;4065;2000-09-19 14:30:00;"03232450";"VAI";67404;200
"4584";2000;4065;2000-09-19 14:30:00;"03232450";"VAN";67295;1
"4585";2000;6172;2000-06-29 09:45:00;"04201990";"ABL";67111;14
"4586";2000;6172;2000-06-29 09:45:00;"04201990";"ANG";66832;5
"4587";2000;6172;2000-06-29 09:45:00;"04201990";"CHA";69182;1
"4588";2000;6172;2000-06-29 09:45:00;"04201990";"CHE";67310;28
"4589";2000;6172;2000-06-29 09:45:00;"04201990";"GAR";67422;77
"4590";2000;6172;2000-06-29 09:45:00;"04201990";"GOU";67257;139
"4591";2000;6172;2000-06-29 09:45:00;"04201990";"LOF";67550;10
"4592";2000;6172;2000-06-29 09:45:00;"04201990";"OCL";853999;5
"4593";2000;6172;2000-06-29 09:45:00;"04201990";"PER";69350;6
"4594";2000;6172;2000-06-29 09:45:00;"04201990";"PES";69338;5
"4595";2000;6172;2000-06-29 09:45:00;"04201990";"SAN";69372;3
"4596";2000;6172;2000-06-29 09:45:00;"04201990";"TAC";67804;1
"4597";2000;6172;2000-06-29 09:45:00;"04201990";"VAN";67295;14
"4598";2000;6175;2000-09-27 10:00:00;"04215750";"ABL";67111;6
"4599";2000;6175;2000-09-27 10:00:00;"04215750";"ANG";66832;22
"4600";2000;6175;2000-09-27 10:00:00;"04215750";"BBG";69346;4
"4601";2000;6175;2000-09-27 10:00:00;"04215750";"BRB";67203;484
"4602";2000;6175;2000-09-27 10:00:00;"04215750";"BRE";67074;1
"4603";2000;6175;2000-09-27 10:00:00;"04215750";"BRO";67606;7
"4604";2000;6175;2000-09-27 10:00:00;"04215750";"CHE";67310;108
"4605";2000;6175;2000-09-27 10:00:00;"04215750";"CYP";185760;1
"4606";2000;6175;2000-09-27 10:00:00;"04215750";"GAR";67422;405
"4607";2000;6175;2000-09-27 10:00:00;"04215750";"GOU";67257;92
"4608";2000;6175;2000-09-27 10:00:00;"04215750";"LOF";67550;1
"4609";2000;6175;2000-09-27 10:00:00;"04215750";"OCL";853999;4
"4610";2000;6175;2000-09-27 10:00:00;"04215750";"PCH";67571;5
"4611";2000;6175;2000-09-27 10:00:00;"04215750";"PER";69350;3
"4612";2000;6175;2000-09-27 10:00:00;"04215750";"PES";69338;20
"4613";2000;6175;2000-09-27 10:00:00;"04215750";"ROT";67466;32
"4614";2000;6175;2000-09-27 10:00:00;"04215750";"SAN";69372;1
"4615";2000;6175;2000-09-27 10:00:00;"04215750";"TAN";67478;1
"4616";2000;6180;2000-09-18 09:00:00;"04201990";"ABL";67111;2
"4617";2000;6180;2000-09-18 09:00:00;"04201990";"ANG";66832;19
"4618";2000;6180;2000-09-18 09:00:00;"04201990";"CHA";69182;1
"4619";2000;6180;2000-09-18 09:00:00;"04201990";"CHE";67310;14
"4620";2000;6180;2000-09-18 09:00:00;"04201990";"GAR";67422;32
"4621";2000;6180;2000-09-18 09:00:00;"04201990";"GOU";67257;43
"4622";2000;6180;2000-09-18 09:00:00;"04201990";"LOF";67550;50
"4623";2000;6180;2000-09-18 09:00:00;"04201990";"OCL";853999;4
"4624";2000;6180;2000-09-18 09:00:00;"04201990";"PER";69350;25
"4625";2000;6180;2000-09-18 09:00:00;"04201990";"PES";69338;1
"4626";2000;6180;2000-09-18 09:00:00;"04201990";"VAN";67295;14
"4627";2000;6231;2000-08-30 14:44:00;"04181960";"ANG";66832;4
"4628";2000;6231;2000-08-30 14:44:00;"04181960";"CHA";69182;25
"4629";2000;6231;2000-08-30 14:44:00;"04181960";"LOF";67550;11
"4630";2000;6231;2000-08-30 14:44:00;"04181960";"LPP";66333;20
"4631";2000;6231;2000-08-30 14:44:00;"04181960";"SAT";67765;5
"4632";2000;6231;2000-08-30 14:44:00;"04181960";"TRF";67778;133
"4633";2000;6231;2000-08-30 14:44:00;"04181960";"VAI";67404;20
"4634";2000;6234;2000-08-31 09:30:00;"04179565";"ANG";66832;6
"4635";2000;6234;2000-08-31 09:30:00;"04179565";"CHA";69182;50
"4636";2000;6234;2000-08-31 09:30:00;"04179565";"LOF";67550;62
"4637";2000;6234;2000-08-31 09:30:00;"04179565";"LPP";66333;34
"4638";2000;6234;2000-08-31 09:30:00;"04179565";"TRF";67778;89
"4639";2000;6234;2000-08-31 09:30:00;"04179565";"VAI";67404;3
"4640";2000;6237;2000-09-12 14:00:00;"04178103";"ANG";66832;38
"4641";2000;6237;2000-09-12 14:00:00;"04178103";"CHA";69182;56
"4642";2000;6237;2000-09-12 14:00:00;"04178103";"LOF";67550;39
"4643";2000;6237;2000-09-12 14:00:00;"04178103";"SAT";67765;57
"4644";2000;6237;2000-09-12 14:00:00;"04178103";"TRF";67778;87
"4645";2000;6237;2000-09-12 14:00:00;"04178103";"VAI";67404;48
"4646";2000;7339;2000-09-01 09:30:00;"04672002";"ABL";67111;3
"4647";2000;7339;2000-09-01 09:30:00;"04672002";"ANG";66832;105
"4648";2000;7339;2000-09-01 09:30:00;"04672002";"CHE";67310;125
"4649";2000;7339;2000-09-01 09:30:00;"04672002";"GAR";67422;41
"4650";2000;7339;2000-09-01 09:30:00;"04672002";"GOU";67257;17
"4651";2000;7339;2000-09-01 09:30:00;"04672002";"PCH";67571;2
"4652";2000;7340;2000-09-05 09:45:00;"04128490";"ABL";67111;41
"4653";2000;7340;2000-09-05 09:45:00;"04128490";"ANG";66832;16
"4654";2000;7340;2000-09-05 09:45:00;"04128490";"BAF";67143;3
"4655";2000;7340;2000-09-05 09:45:00;"04128490";"BRE";67074;40
"4656";2000;7340;2000-09-05 09:45:00;"04128490";"BRO";67606;1
"4657";2000;7340;2000-09-05 09:45:00;"04128490";"CHE";67310;63
"4658";2000;7340;2000-09-05 09:45:00;"04128490";"GAR";67422;107
"4659";2000;7340;2000-09-05 09:45:00;"04128490";"GOU";67257;18
"4660";2000;7340;2000-09-05 09:45:00;"04128490";"PCH";67571;28
"4661";2000;7340;2000-09-05 09:45:00;"04128490";"PER";69350;2
"4662";2000;7340;2000-09-05 09:45:00;"04128490";"PES";69338;2
"4663";2000;7340;2000-09-05 09:45:00;"04128490";"ROT";67466;2
"4664";2000;7340;2000-09-05 09:45:00;"04128490";"SAN";69372;6
"4665";2000;7345;2000-09-07 15:00:00;"04119750";"ABL";67111;47
"4666";2000;7345;2000-09-07 15:00:00;"04119750";"BOU";67420;9
"4667";2000;7345;2000-09-07 15:00:00;"04119750";"BRB";67203;4
"4668";2000;7345;2000-09-07 15:00:00;"04119750";"BRE";67074;5
"4669";2000;7345;2000-09-07 15:00:00;"04119750";"CHA";69182;176
"4670";2000;7345;2000-09-07 15:00:00;"04119750";"CHE";67310;153
"4671";2000;7345;2000-09-07 15:00:00;"04119750";"GAR";67422;61
"4672";2000;7345;2000-09-07 15:00:00;"04119750";"GOU";67257;169
"4673";2000;7345;2000-09-07 15:00:00;"04119750";"LOF";67550;53
"4674";2000;7345;2000-09-07 15:00:00;"04119750";"LPP";66333;3
"4675";2000;7345;2000-09-07 15:00:00;"04119750";"PER";69350;1
"4676";2000;7345;2000-09-07 15:00:00;"04119750";"ROT";67466;1
"4677";2000;7345;2000-09-07 15:00:00;"04119750";"TRF";67778;7
"4678";2000;7345;2000-09-07 15:00:00;"04119750";"VAI";67404;491
"4679";2000;7345;2000-09-07 15:00:00;"04119750";"VAN";67295;9
"4680";2000;7352;2000-09-12 09:00:00;"04133200";"ANG";66832;30
"4681";2000;7352;2000-09-12 09:00:00;"04133200";"BRB";67203;13
"4682";2000;7352;2000-09-12 09:00:00;"04133200";"BRE";67074;9
"4683";2000;7352;2000-09-12 09:00:00;"04133200";"BRO";67606;3
"4684";2000;7352;2000-09-12 09:00:00;"04133200";"CAS";67206;1
"4685";2000;7352;2000-09-12 09:00:00;"04133200";"CHE";67310;43
"4686";2000;7352;2000-09-12 09:00:00;"04133200";"GAR";67422;341
"4687";2000;7352;2000-09-12 09:00:00;"04133200";"LOF";67550;62
"4688";2000;7352;2000-09-12 09:00:00;"04133200";"PCH";67571;1
"4689";2000;7352;2000-09-12 09:00:00;"04133200";"PER";69350;3
"4690";2000;7352;2000-09-12 09:00:00;"04133200";"PES";69338;2
"4691";2000;7352;2000-09-12 09:00:00;"04133200";"SAN";69372;3
"4692";2000;7352;2000-09-12 09:00:00;"04133200";"TAN";67478;2
"4693";2000;7353;2000-09-12 15:30:00;"04102500";"ABL";67111;97
"4694";2000;7353;2000-09-12 15:30:00;"04102500";"ANG";66832;11
"4695";2000;7353;2000-09-12 15:30:00;"04102500";"BBG";69346;15
"4696";2000;7353;2000-09-12 15:30:00;"04102500";"BOU";67420;41
"4697";2000;7353;2000-09-12 15:30:00;"04102500";"BRB";67203;91
"4698";2000;7353;2000-09-12 15:30:00;"04102500";"BRE";67074;3
"4699";2000;7353;2000-09-12 15:30:00;"04102500";"CHE";67310;97
"4700";2000;7353;2000-09-12 15:30:00;"04102500";"GAR";67422;76
"4701";2000;7353;2000-09-12 15:30:00;"04102500";"GOU";67257;44
"4702";2000;7353;2000-09-12 15:30:00;"04102500";"GRE";69354;3
"4703";2000;7353;2000-09-12 15:30:00;"04102500";"PCH";67571;9
"4704";2000;7353;2000-09-12 15:30:00;"04102500";"PER";69350;4
"4705";2000;7353;2000-09-12 15:30:00;"04102500";"PES";69338;32
"4706";2000;7353;2000-09-12 15:30:00;"04102500";"ROT";67466;6
"4707";2000;7353;2000-09-12 15:30:00;"04102500";"SAN";69372;7
"4708";2000;7353;2000-09-12 15:30:00;"04102500";"TAN";67478;1
"4709";2000;7357;2000-11-23 09:30:00;"04110000";"ABL";67111;43
"4710";2000;7357;2000-11-23 09:30:00;"04110000";"ANG";66832;2
"4711";2000;7357;2000-11-23 09:30:00;"04110000";"BOU";67420;4
"4712";2000;7357;2000-11-23 09:30:00;"04110000";"BRB";67203;6
"4713";2000;7357;2000-11-23 09:30:00;"04110000";"BRO";67606;8
"4714";2000;7357;2000-11-23 09:30:00;"04110000";"CHE";67310;27
"4715";2000;7357;2000-11-23 09:30:00;"04110000";"GAR";67422;5
"4716";2000;7357;2000-11-23 09:30:00;"04110000";"GOU";67257;17
"4717";2000;7357;2000-11-23 09:30:00;"04110000";"GRE";69354;1
"4718";2000;7357;2000-11-23 09:30:00;"04110000";"HOT";67220;1
"4719";2000;7357;2000-11-23 09:30:00;"04110000";"PCH";67571;11
"4720";2000;7357;2000-11-23 09:30:00;"04110000";"PER";69350;4
"4721";2000;7357;2000-11-23 09:30:00;"04110000";"PES";69338;1
"4722";2000;7357;2000-11-23 09:30:00;"04110000";"SAN";69372;2
"4723";2000;7357;2000-11-23 09:30:00;"04110000";"SPI";67104;11
"4724";2000;8885;2000-09-13 14:30:00;"03149081";"ABL";67111;88
"4725";2000;8885;2000-09-13 14:30:00;"03149081";"BAF";67143;3
"4726";2000;8885;2000-09-13 14:30:00;"03149081";"BOU";67420;14
"4727";2000;8885;2000-09-13 14:30:00;"03149081";"BRB";67203;20
"4728";2000;8885;2000-09-13 14:30:00;"03149081";"BRO";67606;5
"4729";2000;8885;2000-09-13 14:30:00;"03149081";"CHA";69182;3
"4730";2000;8885;2000-09-13 14:30:00;"03149081";"CHE";67310;35
"4731";2000;8885;2000-09-13 14:30:00;"03149081";"EPI";426026;2
"4732";2000;8885;2000-09-13 14:30:00;"03149081";"GAR";67422;131
"4733";2000;8885;2000-09-13 14:30:00;"03149081";"GOU";67257;12
"4734";2000;8885;2000-09-13 14:30:00;"03149081";"HOT";67220;1
"4735";2000;8885;2000-09-13 14:30:00;"03149081";"LOT";68336;9
"4736";2000;8885;2000-09-13 14:30:00;"03149081";"PER";69350;12
"4737";2000;8885;2000-09-13 14:30:00;"03149081";"SAN";69372;2
"4738";2000;8885;2000-09-13 14:30:00;"03149081";"SPI";67104;26
"4739";2000;8886;2000-06-14 14:30:00;"03149081";"ABL";67111;79
"4740";2000;8886;2000-06-14 14:30:00;"03149081";"ANG";66832;1
"4741";2000;8886;2000-06-14 14:30:00;"03149081";"BOU";67420;22
"4742";2000;8886;2000-06-14 14:30:00;"03149081";"BRB";67203;19
"4743";2000;8886;2000-06-14 14:30:00;"03149081";"BRO";67606;1
"4744";2000;8886;2000-06-14 14:30:00;"03149081";"CHA";69182;4
"4745";2000;8886;2000-06-14 14:30:00;"03149081";"CHE";67310;92
"4746";2000;8886;2000-06-14 14:30:00;"03149081";"GAR";67422;170
"4747";2000;8886;2000-06-14 14:30:00;"03149081";"GOU";67257;15
"4748";2000;8886;2000-06-14 14:30:00;"03149081";"HOT";67220;4
"4749";2000;8886;2000-06-14 14:30:00;"03149081";"LOT";68336;8
"4750";2000;8886;2000-06-14 14:30:00;"03149081";"OCL";853999;1
"4751";2000;8886;2000-06-14 14:30:00;"03149081";"PER";69350;12
"4752";2000;8886;2000-06-14 14:30:00;"03149081";"SAN";69372;1
"4753";2000;8886;2000-06-14 14:30:00;"03149081";"SPI";67104;11
"4754";2000;8886;2000-06-14 14:30:00;"03149081";"TAN";67478;1
"4755";2000;8886;2000-06-14 14:30:00;"03149081";"VAI";67404;1
"4756";2000;8922;2000-08-30 14:30:00;"03007063";"BAF";67143;1
"4757";2000;8922;2000-08-30 14:30:00;"03007063";"BLN";67335;70
"4758";2000;8922;2000-08-30 14:30:00;"03007063";"CHA";69182;126
"4759";2000;8922;2000-08-30 14:30:00;"03007063";"CHE";67310;2
"4760";2000;8922;2000-08-30 14:30:00;"03007063";"GAR";67422;3
"4761";2000;8922;2000-08-30 14:30:00;"03007063";"GOU";67257;2
"4762";2000;8922;2000-08-30 14:30:00;"03007063";"LOF";67550;75
"4763";2000;8922;2000-08-30 14:30:00;"03007063";"LPP";66333;1
"4764";2000;8922;2000-08-30 14:30:00;"03007063";"SPI";67104;7
"4765";2000;8922;2000-08-30 14:30:00;"03007063";"TRF";67778;7
"4766";2000;8922;2000-08-30 14:30:00;"03007063";"VAI";67404;112
"4767";2000;9679;2000-06-05 09:40:00;"03020155";"BRO";67606;1
"4768";2000;15549;2000-05-23 15:30:00;"04086060";"CAS";67206;19
"4769";2000;15549;2000-05-23 15:30:00;"04086060";"CCO";67058;13
"4770";2000;15549;2000-05-23 15:30:00;"04086060";"CHE";67310;47
"4771";2000;15549;2000-05-23 15:30:00;"04086060";"CMI";67058;1
"4772";2000;15549;2000-05-23 15:30:00;"04086060";"GAR";67422;47
"4773";2000;15549;2000-05-23 15:30:00;"04086060";"GOU";67257;10
"4774";2000;15549;2000-05-23 15:30:00;"04086060";"LOF";67550;3
"4775";2000;15549;2000-05-23 15:30:00;"04086060";"LPP";66333;2
"4776";2000;15549;2000-05-23 15:30:00;"04086060";"PER";69350;35
"4777";2000;15549;2000-05-23 15:30:00;"04086060";"PES";69338;20
"4778";2000;15549;2000-05-23 15:30:00;"04086060";"ROT";67466;1
"4779";2000;15549;2000-05-23 15:30:00;"04086060";"TAN";67478;3
"4780";2000;15549;2000-05-23 15:30:00;"04086060";"TRF";67778;3
"4781";2000;15549;2000-05-23 15:30:00;"04086060";"VAI";67404;49
"4782";2000;15786;2000-08-30 09:15:00;"04099960";"ABH";67286;11
"4783";2000;15786;2000-08-30 09:15:00;"04099960";"ABL";67111;110
"4784";2000;15786;2000-08-30 09:15:00;"04099960";"ANG";66832;1
"4785";2000;15786;2000-08-30 09:15:00;"04099960";"BRE";67074;10
"4786";2000;15786;2000-08-30 09:15:00;"04099960";"BRO";67606;4
"4787";2000;15786;2000-08-30 09:15:00;"04099960";"CHE";67310;620
"4788";2000;15786;2000-08-30 09:15:00;"04099960";"GAR";67422;502
"4789";2000;15786;2000-08-30 09:15:00;"04099960";"GOU";67257;1211
"4790";2000;15786;2000-08-30 09:15:00;"04099960";"LOF";67550;244
"4791";2000;15786;2000-08-30 09:15:00;"04099960";"PER";69350;5
"4792";2000;15786;2000-08-30 09:15:00;"04099960";"PES";69338;24
"4793";2000;15786;2000-08-30 09:15:00;"04099960";"VAI";67404;42
"4794";2000;16033;2000-09-08 09:15:00;"04096105";"BRO";67606;1
"4795";2000;16033;2000-09-08 09:15:00;"04096105";"CCO";67058;5
"4796";2000;16033;2000-09-08 09:15:00;"04096105";"CHA";69182;2
"4797";2000;16033;2000-09-08 09:15:00;"04096105";"CHE";67310;61
"4798";2000;16033;2000-09-08 09:15:00;"04096105";"CMI";67058;8
"4799";2000;16033;2000-09-08 09:15:00;"04096105";"GAR";67422;30
"4800";2000;16033;2000-09-08 09:15:00;"04096105";"GOU";67257;298
"4801";2000;16033;2000-09-08 09:15:00;"04096105";"LOF";67550;6
"4802";2000;16033;2000-09-08 09:15:00;"04096105";"PER";69350;13
"4803";2000;16033;2000-09-08 09:15:00;"04096105";"PES";69338;1
"4804";2000;16033;2000-09-08 09:15:00;"04096105";"ROT";67466;1
"4805";2000;16033;2000-09-08 09:15:00;"04096105";"SAT";67765;2
"4806";2000;16033;2000-09-08 09:15:00;"04096105";"TRF";67778;2
"4807";2000;16033;2000-09-08 09:15:00;"04096105";"VAI";67404;23
"4808";2000;16485;2000-06-14 09:30:00;"04067319";"ABL";67111;71
"4809";2000;16485;2000-06-14 09:30:00;"04067319";"ANG";66832;37
"4810";2000;16485;2000-06-14 09:30:00;"04067319";"BAF";67143;30
"4811";2000;16485;2000-06-14 09:30:00;"04067319";"BOU";67420;1
"4812";2000;16485;2000-06-14 09:30:00;"04067319";"CCO";67058;1
"4813";2000;16485;2000-06-14 09:30:00;"04067319";"CHA";69182;11
"4814";2000;16485;2000-06-14 09:30:00;"04067319";"CHE";67310;98
"4815";2000;16485;2000-06-14 09:30:00;"04067319";"GAR";67422;22
"4816";2000;16485;2000-06-14 09:30:00;"04067319";"GOU";67257;87
"4817";2000;16485;2000-06-14 09:30:00;"04067319";"HOT";67220;5
"4818";2000;16485;2000-06-14 09:30:00;"04067319";"LOF";67550;67
"4819";2000;16485;2000-06-14 09:30:00;"04067319";"LOT";68336;1
"4820";2000;16485;2000-06-14 09:30:00;"04067319";"PCH";67571;2
"4821";2000;16485;2000-06-14 09:30:00;"04067319";"PES";69338;1
"4822";2000;16485;2000-06-14 09:30:00;"04067319";"SPI";67104;55
"4823";2000;16485;2000-06-14 09:30:00;"04067319";"TRF";67778;4
"4824";2000;16485;2000-06-14 09:30:00;"04067319";"VAI";67404;250
"4825";2000;16485;2000-06-14 09:30:00;"04067319";"VAN";67295;101
"4826";2000;16862;2000-09-28 15:30:00;"04072150";"ANG";66832;9
"4827";2000;16862;2000-09-28 15:30:00;"04072150";"BOU";67420;5
"4828";2000;16862;2000-09-28 15:30:00;"04072150";"CAS";67206;1
"4829";2000;16862;2000-09-28 15:30:00;"04072150";"CCO";67058;2
"4830";2000;16862;2000-09-28 15:30:00;"04072150";"CHA";69182;197
"4831";2000;16862;2000-09-28 15:30:00;"04072150";"CHE";67310;32
"4832";2000;16862;2000-09-28 15:30:00;"04072150";"EPT";69016;1
"4833";2000;16862;2000-09-28 15:30:00;"04072150";"GAR";67422;92
"4834";2000;16862;2000-09-28 15:30:00;"04072150";"GOU";67257;129
"4835";2000;16862;2000-09-28 15:30:00;"04072150";"LOF";67550;155
"4836";2000;16862;2000-09-28 15:30:00;"04072150";"LPP";66333;8
"4837";2000;16862;2000-09-28 15:30:00;"04072150";"PER";69350;5
"4838";2000;16862;2000-09-28 15:30:00;"04072150";"PES";69338;83
"4839";2000;16862;2000-09-28 15:30:00;"04072150";"ROT";67466;6
"4840";2000;16862;2000-09-28 15:30:00;"04072150";"TAN";67478;3
"4841";2000;16862;2000-09-28 15:30:00;"04072150";"VAI";67404;290
"4842";2000;16862;2000-09-28 15:30:00;"04072150";"VAN";67295;1
"4843";2000;18261;2000-07-13 08:30:00;"06048640";"BRB";67203;2
"4844";2000;18261;2000-07-13 08:30:00;"06048640";"BRE";67074;5
"4845";2000;18261;2000-07-13 08:30:00;"06048640";"BRO";67606;1
"4846";2000;18261;2000-07-13 08:30:00;"06048640";"CHA";69182;1
"4847";2000;18261;2000-07-13 08:30:00;"06048640";"CHE";67310;145
"4848";2000;18261;2000-07-13 08:30:00;"06048640";"GAR";67422;117
"4849";2000;18261;2000-07-13 08:30:00;"06048640";"GOU";67257;72
"4850";2000;18261;2000-07-13 08:30:00;"06048640";"OCL";853999;13
"4851";2000;18261;2000-07-13 08:30:00;"06048640";"PCH";67571;5
"4852";2000;18261;2000-07-13 08:30:00;"06048640";"PER";69350;28
"4853";2000;18261;2000-07-13 08:30:00;"06048640";"PES";69338;2
"4854";2000;18261;2000-07-13 08:30:00;"06048640";"PSR";67415;10
"4855";2000;18261;2000-07-13 08:30:00;"06048640";"ROT";67466;3
"4856";2000;18261;2000-07-13 08:30:00;"06048640";"SPI";67104;15
"4857";2000;18261;2000-07-13 08:30:00;"06048640";"TAN";67478;8
"4858";2000;18261;2000-07-13 08:30:00;"06048640";"VAN";67295;17
"4859";2000;18750;2000-09-19 09:00:00;"04406005";"APP";18437;139
"4860";2000;18750;2000-09-19 09:00:00;"04406005";"TRF";67778;42
"4861";2000;18751;2000-09-15 14:30:00;"04014000";"CHE";67310;24
"4862";2000;18751;2000-09-15 14:30:00;"04014000";"GOU";67257;8
"4863";2000;18751;2000-09-15 14:30:00;"04014000";"LOF";67550;56
"4864";2000;18751;2000-09-15 14:30:00;"04014000";"PER";69350;1
"4865";2000;18751;2000-09-15 14:30:00;"04014000";"PES";69338;1
"4866";2000;18751;2000-09-15 14:30:00;"04014000";"VAI";67404;84
"4867";2000;22245;2000-08-16 15:15:00;"04076420";"CHE";67310;21
"4868";2000;22245;2000-08-16 15:15:00;"04076420";"GAR";67422;6
"4869";2000;22245;2000-08-16 15:15:00;"04076420";"GOU";67257;47
"4870";2000;22245;2000-08-16 15:15:00;"04076420";"LOF";67550;41
"4871";2000;22245;2000-08-16 15:15:00;"04076420";"LPP";66333;23
"4872";2000;22245;2000-08-16 15:15:00;"04076420";"OCL";853999;1
"4873";2000;22245;2000-08-16 15:15:00;"04076420";"SPI";67104;13
"4874";2000;22245;2000-08-16 15:15:00;"04076420";"TRF";67778;13
"4875";2000;22245;2000-08-16 15:15:00;"04076420";"VAI";67404;122
"4876";2000;22384;2000-08-30 09:30:00;"04027730";"BAF";67143;10
"4877";2000;22384;2000-08-30 09:30:00;"04027730";"CHE";67310;14
"4878";2000;22384;2000-08-30 09:30:00;"04027730";"GOU";67257;36
"4879";2000;22384;2000-08-30 09:30:00;"04027730";"LOF";67550;48
"4880";2000;22384;2000-08-30 09:30:00;"04027730";"SAT";67765;7
"4881";2000;22384;2000-08-30 09:30:00;"04027730";"SPI";67104;56
"4882";2000;22384;2000-08-30 09:30:00;"04027730";"TRF";67778;3
"4883";2000;22384;2000-08-30 09:30:00;"04027730";"VAI";67404;37
"4884";2000;22384;2000-08-30 09:30:00;"04027730";"VAN";67295;15
"4885";2000;22618;2000-09-07 09:09:00;"04088000";"ABL";67111;5
"4886";2000;22618;2000-09-07 09:09:00;"04088000";"BAF";67143;4
"4887";2000;22618;2000-09-07 09:09:00;"04088000";"BOU";67420;1
"4888";2000;22618;2000-09-07 09:09:00;"04088000";"CHE";67310;38
"4889";2000;22618;2000-09-07 09:09:00;"04088000";"GAR";67422;41
"4890";2000;22618;2000-09-07 09:09:00;"04088000";"GOU";67257;51
"4891";2000;22618;2000-09-07 09:09:00;"04088000";"PER";69350;7
"4892";2000;22618;2000-09-07 09:09:00;"04088000";"PES";69338;1
"4893";2000;22618;2000-09-07 09:09:00;"04088000";"PFL";162667;20
