"";"Annee";"Num_operation";"date_peche";"Code_station";"Lb_station";"Coord_X";"Coord_Y";"Cd_Rdd";"Lb_Rdd";"Methode_prospection";"Mode_prospection";"Nombre_passage";"Surface_prospectee"
"370";2004;66508;2004-05-26 15:30:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;979,2
"371";2004;66508;2004-05-26 15:30:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;979,2
"372";2003;66509;2003-05-20 15:20:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;816
"373";2003;66509;2003-05-20 15:20:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;816
"374";2002;66510;2002-05-21 14:45:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;816
"375";2002;66510;2002-05-21 14:45:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;816
"376";2001;66511;2001-05-22 09:00:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;816
"377";2001;66511;2001-05-22 09:00:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;816
"378";1994;66512;1994-06-01 09:00:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;765
"379";1994;66512;1994-06-01 09:00:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;765
"380";2000;66513;2000-05-16 09:45:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;816
"381";2000;66513;2000-05-16 09:45:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;816
"382";1999;66514;1999-05-18 15:00:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;744,6
"383";1999;66514;1999-05-18 15:00:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;744,6
"384";1997;66515;1997-05-20 15:20:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;744,6
"385";1997;66515;1997-05-20 15:20:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;744,6
"386";1998;66516;1998-05-26 14:30:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;744,6
"387";1998;66516;1998-05-26 14:30:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;744,6
"388";1996;66517;1996-06-04 09:20:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;765
"389";1996;66517;1996-06-04 09:20:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;765
"390";1995;66518;1995-06-07 09:30:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;816
"391";1995;66518;1995-06-07 09:30:00;"03052041";"Le Loing à Dammarie-sur-loing";2,87460253997098;47,785144181561;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;816
"392";1989;126;1989-02-21 15:00:00;"03068745";"LA CHALOUETTE A MORIGNY-CHAMPIGNY 1";2,178081451776;48,4514693253787;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;630
"393";1989;126;1989-02-21 15:00:00;"03068745";"LA CHALOUETTE A MORIGNY-CHAMPIGNY 1";2,178081451776;48,4514693253787;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;630
"394";2023;91509;2023-09-05 09:05:00;"03071830";"L'ORGE A SAINT-MICHEL-SUR-ORGE 2";2,29362509767768;48,6340991412836;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;1114,45
"395";2023;91509;2023-09-05 09:05:00;"03071830";"L'ORGE A SAINT-MICHEL-SUR-ORGE 2";2,29362509767768;48,6340991412836;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;1114,45
"396";2023;91512;2023-09-04 10:00:00;"03072200";"L'ORGE A VILLEMOISSON-SUR-ORGE 1";2,33300813561747;48,6666313823295;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;884,45
"397";2023;91512;2023-09-04 10:00:00;"03072200";"L'ORGE A VILLEMOISSON-SUR-ORGE 1";2,33300813561747;48,6666313823295;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;884,45
"398";2002;196;2002-06-16 10:00:00;"03079690";"LE RÉVEILLON A YERRES 1";2,49757323122997;48,7084992596937;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;307,1
"399";2002;196;2002-06-16 10:00:00;"03079690";"LE RÉVEILLON A YERRES 1";2,49757323122997;48,7084992596937;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;307,1
"400";2001;200;2001-08-23 09:41:00;"03079690";"LE RÉVEILLON A YERRES 1";2,49757323122997;48,7084992596937;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;266
"401";2001;200;2001-08-23 09:41:00;"03079690";"LE RÉVEILLON A YERRES 1";2,49757323122997;48,7084992596937;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;266
"402";2006;8331;2006-07-24 15:15:00;"03085674";"La Bonnelle à Langres";5,31289105726594;47,8807421053089;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;266
"403";1982;8413;1982-08-10 14:00:00;"03085680";"La Marne à Humes-Jorquenay";5,30411648218158;47,9065061704669;NA;NA;"Pêche partielle sur berge";"A pied";1;800
"404";2005;10192;2005-06-03 09:00:00;"03085804";"Le Poinson à Nogent";5,34808785611425;48,0079841858789;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;341
"405";2005;10192;2005-06-03 09:00:00;"03085804";"Le Poinson à Nogent";5,34808785611425;48,0079841858789;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;341
"406";1982;9761;1982-08-10 09:35:00;"03085824";"La Traire à Louvieres";5,28351037966085;48,0385944516781;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;1250
"407";1982;9761;1982-08-10 09:35:00;"03085824";"La Traire à Louvieres";5,28351037966085;48,0385944516781;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;1250
"408";1988;9762;1988-06-27;"03085824";"La Traire à Louvieres";5,28351037966085;48,0385944516781;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;1400
"409";1985;9763;1985-08-06;"03085824";"La Traire à Louvieres";5,28351037966085;48,0385944516781;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;1000
"410";1986;10103;1986-09-10;"03085846";"Le ruisseau de Moiron à Foulain";5,22831873471117;48,0529543616976;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;300
"411";2004;55392;2004-06-21 10:15:00;"03085926";"La Suize à Faverolles";5,20682131548648;47,9483156281641;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;675
"412";1982;10055;1982-08-11 09:00:00;"03085935";"La Suize à Foulain";5,16641727681788;48,0229172308905;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;765
"413";1982;10055;1982-08-11 09:00:00;"03085935";"La Suize à Foulain";5,16641727681788;48,0229172308905;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;765
"414";2005;9707;2005-05-31 14:15:00;"03085951";"La Suize à Neuilly-sur-suize";5,14830215630023;48,0501951652434;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;900
"415";2005;9707;2005-05-31 14:15:00;"03085951";"La Suize à Neuilly-sur-suize";5,14830215630023;48,0501951652434;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;900
"416";2004;54085;2004-06-21 08:45:00;"03085951";"La Suize à Neuilly-sur-suize";5,14830215630023;48,0501951652434;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;540
"417";2002;8697;2002-06-21 10:50:00;"03085976";"La Suize à Chaumont";5,13054064676122;48,1239707925385;NA;NA;"Pêche partielle sur berge";"A pied";1;600
"418";2005;10773;2005-06-08 14:40:00;"03086339";"Le Meures à Meures";5,06964136768501;48,187710817867;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;178,5
"419";2005;10773;2005-06-08 14:40:00;"03086339";"Le Meures à Meures";5,06964136768501;48,187710817867;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;178,5
"420";2006;10535;2006-08-22 08:50:00;"03086621";"Le Rigolot à Vignory";5,12241865557769;48,2746340820353;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;65
"421";2006;10342;2006-08-22 10:00:00;"03086622";"Le Rigolot à Vignory";5,11677412697331;48,2762070404016;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;45
"422";1999;9715;1999-08-19 09:00:00;"03091649";"La Marne à Vitry-le-Francois";4,57995461209911;48,736745198773;NA;NA;"Pêche partielle sur berge";"En bateau";1;720
"423";1986;8347;1986-08-12;"03102679";"L' Ornain à Pargny-sur-Saulx";4,83803795887061;48,7782714201694;NA;NA;"Pêche partielle sur berge";"En bateau";1;800
"424";1986;8348;1986-06-20;"03102679";"L' Ornain à Pargny-sur-Saulx";4,83803795887061;48,7782714201694;NA;NA;"Pêche partielle sur berge";"En bateau";1;800
"425";1993;1228;1993-03-16 15:00:00;"03107313";"LA MARNE A MEZY-MOULINS 1";3,48829823142564;49,0713934454323;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;840
"426";1995;877;1995-05-18 16:30:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche complète à un ou plusieurs passages";"En bateau";1;22500
"427";1995;885;1995-09-14 13:45:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche complète à un ou plusieurs passages";"En bateau";1;22000
"428";1996;894;1996-05-30 10:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche complète à un ou plusieurs passages";"En bateau";1;22000
"429";1997;913;1997-05-28 10:30:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche par ambiances";"En bateau";NA;1110
"430";1997;918;1997-09-10 10:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche par ambiances";"En bateau";NA;830
"431";2000;958;2000-04-20 10:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche par ambiances";"En bateau";NA;905
"432";2001;968;2001-06-22 10:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche par ambiances";"En bateau";NA;1083
"433";2002;976;2002-04-25 10:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche par ambiances";"En bateau";NA;905
"434";2003;989;2003-06-18 09:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche par ambiances";"En bateau";NA;905
"435";2005;1543;2005-06-15;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"436";2006;1632;2006-06-20 08:30:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"437";2007;1778;2007-06-27 09:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"438";2008;1912;2008-07-09 09:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"439";2009;2024;2009-06-17 09:30:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"440";2010;2122;2010-06-30 09:00:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"441";2011;2219;2011-06-08 15:30:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"442";1996;45568;1996-09-11 10:45:00;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche par ambiances";"En bateau";NA;970
"443";2004;46104;2004-07-07;"03112088";"LA MARNE A CHAMPIGNY-SUR-MARNE 1";2,51443393257992;48,8096462727783;NA;NA;"Pêche par ambiances";"En bateau";NA;825
"444";1995;876;1995-05-18 11:15:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche complète à un ou plusieurs passages";"En bateau";1;18750
"445";1995;884;1995-09-15 09:30:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche complète à un ou plusieurs passages";"En bateau";1;25000
"446";1996;893;1996-05-29 10:20:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche complète à un ou plusieurs passages";"En bateau";1;18750
"447";1997;911;1997-05-27 10:30:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1230
"448";1997;916;1997-09-09 10:30:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1020
"449";1998;929;1998-05-27 10:30:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1300
"450";1998;938;1998-09-15 10:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1399,5
"451";1999;946;1999-04-28 14:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1145
"452";1999;947;1999-10-20 10:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1009
"453";2000;957;2000-04-19 14:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1075
"454";2001;966;2001-06-21 14:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1235
"455";2002;975;2002-04-24 14:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1169
"456";2003;985;2003-06-24 14:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1283
"457";2004;1475;2004-06-17;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1250
"458";2005;1544;2005-06-16 09:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"459";2006;1631;2006-06-21 14:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"460";2007;1777;2007-06-26 09:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"461";2008;1911;2008-07-08 14:30:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"462";2009;1996;2009-06-16 10:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"463";2010;2117;2010-06-15 14:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"464";2011;2217;2011-06-21 15:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"465";2012;2344;2012-06-05 14:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"466";2017;4851;2017-08-24 08:45:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"467";2014;4852;2014-08-27 13:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"468";2016;5122;2016-08-11 09:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"469";2015;5123;2015-08-17 14:30:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"470";2018;39384;2018-09-24 13:00:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"471";1996;45566;1996-09-12 10:30:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche par ambiances";"En bateau";NA;1162,5
"472";2019;81991;2019-09-04 08:20:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"473";2020;84697;2020-08-04 14:45:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"474";2021;87230;2021-09-10 08:35:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"475";2022;88860;2022-08-23 08:40:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"476";2023;91454;2023-08-25 07:45:00;"03112480";"La Marne à Bry-sur-Marne";2,50928943915784;48,8299123089225;NA;NA;"Pêche partielle par points (grand milieu)";"En bateau";NA;1250
"477";1988;1160;1988-04-28;"03112797";"LE SURMELIN A CELLES-LES-CONDE 2";3,56323674006343;49,0113240945366;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;1300
"478";1988;1160;1988-04-28;"03112797";"LE SURMELIN A CELLES-LES-CONDE 2";3,56323674006343;49,0113240945366;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;1300
"479";1998;1268;1998-04-23 13:53:00;"03112885";"LA VERDONNELLE A MONTIGNY-LES-CONDE 1";3,56578573656713;48,9921097296792;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;250
"480";1998;1268;1998-04-23 13:53:00;"03112885";"LA VERDONNELLE A MONTIGNY-LES-CONDE 1";3,56578573656713;48,9921097296792;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;250
"481";2015;38252;2015-10-01 08:00:00;"03112885";"LA VERDONNELLE A MONTIGNY-LES-CONDE 1";3,56578573656713;48,9921097296792;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;450
"482";1986;611;1986-09-02;"03115882";"L'OURCQ A NEUFCHELLES 1";3,0647003122086;49,1102554200031;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;300
"483";1986;611;1986-09-02;"03115882";"L'OURCQ A NEUFCHELLES 1";3,0647003122086;49,1102554200031;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;300
"484";1989;502;1989-11-22 09:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle sur berge";"En bateau";1;1200
"485";1996;527;1996-05-23 14:15:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche complète à un ou plusieurs passages";"En bateau";1;2850
"486";1997;535;1997-04-23 13:48:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;751
"487";1998;548;1998-06-11 14:30:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;600
"488";1999;558;1999-05-19 14:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;610
"489";2000;565;2000-06-07 14:03:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;613
"490";2001;573;2001-05-30 14:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;479
"491";2002;583;2002-04-10 14:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;630
"492";2003;592;2003-09-11 09:30:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;615
"493";2004;1425;2004-09-10 10:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;505
"494";2006;1716;2006-06-27 14:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"495";2007;1785;2007-07-10 09:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"496";2008;1930;2008-09-25 09:15:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"497";2009;2079;2009-09-02 09:30:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"498";2010;2130;2010-09-23 15:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"A pied";NA;937,5
"499";2017;4891;2017-08-24 09:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"Mixte";NA;937,5
"500";2018;39272;2018-08-27 13:15:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"Mixte";NA;937,5
"501";1995;45183;1995-05-31 15:00:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;780
"502";2005;46198;2005-06-21;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche par ambiances";"A pied";NA;610
"503";2019;82900;2019-09-17 13:25:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"Mixte";NA;937,5
"504";2020;84690;2020-08-04 08:35:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"Mixte";NA;937,5
"505";2021;87250;2021-09-28 13:10:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"Mixte";NA;937,5
"506";2022;87947;2022-09-06 14:30:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"Mixte";NA;937,5
"507";2023;90095;2023-09-06 08:10:00;"03118300";"LE GRAND MORIN A TIGEAUX 1";2,90329402912992;48,8293363392386;NA;NA;"Pêche partielle par points (grand milieu)";"Mixte";NA;937,5
"508";1989;1192;1989-03-14;"03128336";"LE PETIT GLAND A ANY-MARTIN-RIEUX 1";4,24535736678706;49,886601656603;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;400
"509";1989;1192;1989-03-14;"03128336";"LE PETIT GLAND A ANY-MARTIN-RIEUX 1";4,24535736678706;49,886601656603;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;400
"510";1989;1203;1989-02-28;"03128896";"LE GOUJON A IVIERS 1";4,13350274502709;49,8025712829573;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;160
"511";1988;1149;1988-04-20;"03129730";"L'IRON A IRON 1";3,65922602815332;49,9581000713102;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;400
"512";1988;1149;1988-04-20;"03129730";"L'IRON A IRON 1";3,65922602815332;49,9581000713102;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";2;400
"513";1989;1194;1989-03-15;"03130700";"LE BRAS DE L'OISE A BRISSAY-CHOIGNY 1";3,37703143833768;49,7177376335369;NA;NA;"Pêche complète à un ou plusieurs passages";"En bateau";1;1500
"514";2005;1550;2005-07-12 09:00:00;"03138530";"LE RU DE PRESLES A MOURS 1";2,27541583909065;49,1274403780547;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;273
