"";"Annee";"Num_operation";"date_peche";"Code_station";"Lb_station";"Coord_X";"Coord_Y";"Cd_Rdd";"Lb_Rdd";"Methode_prospection";"Mode_prospection";"Nombre_passage";"Surface_prospectee"
"2919";2001;81398;2001-09-21;"04322024";"LEGUER A BELLES-ISLE-EN-TERRE";-3,39775740908196;48,5609710038664;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;1320
"2920";2000;81399;2000-09-21;"04322024";"LEGUER A BELLES-ISLE-EN-TERRE";-3,39775740908196;48,5609710038664;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;1320
"2921";1999;81400;1999-09-22;"04322024";"LEGUER A BELLES-ISLE-EN-TERRE";-3,39775740908196;48,5609710038664;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;1320
"2922";1998;81401;1998-10-09;"04322024";"LEGUER A BELLES-ISLE-EN-TERRE";-3,39775740908196;48,5609710038664;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;1320
"2923";2018;85054;2018-09-11 09:45:00;"04322024";"LEGUER A BELLES-ISLE-EN-TERRE";-3,39775740908196;48,5609710038664;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"2924";2020;85114;2020-09-24 09:45:00;"04322024";"LEGUER A BELLES-ISLE-EN-TERRE";-3,39775740908196;48,5609710038664;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"2925";2021;86923;2021-09-16 17:00:00;"04322024";"LEGUER A BELLES-ISLE-EN-TERRE";-3,39775740908196;48,5609710038664;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"2926";2015;80805;2015-07-07;"04322031";"GUIC A LOGUIVY-PLOUGRAS";-3,50280427965066;48,5500453277035;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;320
"2927";2009;80806;2009-09-23;"04322031";"GUIC A LOGUIVY-PLOUGRAS";-3,50280427965066;48,5500453277035;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;400
"2928";2015;81138;2015-07-07;"04322035";"LEGUER A LOUARGAT";-3,37204526148152;48,5379457711443;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;500
"2929";2009;81139;2009-09-21;"04322035";"LEGUER A LOUARGAT";-3,37204526148152;48,5379457711443;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;500
"2930";2022;88803;2022-07-05 11:45:00;"04322035";"LEGUER A LOUARGAT";-3,37204526148152;48,5379457711443;NA;NA;"Indice Abondance Anguille";"A pied";1;360
"2931";2021;85814;2021-05-20 11:30:00;"04323000";"ROSCOAT À PLOUZELAMBRE";-3,55039675913405;48,6397785488737;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;171,6
"2932";2001;41958;2001-09-04;"04324026";"DOURON A LANNEANOU";-3,6547180352856;48,5239187125784;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2933";1998;41961;1998-09-23;"04324026";"DOURON A LANNEANOU";-3,6547180352856;48,5239187125784;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2934";2017;41915;2017-09-15;"04326005";"R QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,82624018766264;48,5430563490597;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2935";2016;41916;2016-09-15;"04326005";"R QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,82624018766264;48,5430563490597;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2936";2015;41917;2015-09-10;"04326005";"R QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,82624018766264;48,5430563490597;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2937";2014;41918;2014-09-11;"04326005";"R QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,82624018766264;48,5430563490597;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2938";2013;41919;2013-09-12;"04326005";"R QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,82624018766264;48,5430563490597;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2939";2012;41920;2012-09-13;"04326005";"R QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,82624018766264;48,5430563490597;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2940";2011;41921;2011-09-15;"04326005";"R QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,82624018766264;48,5430563490597;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2941";2010;41922;2010-09-16;"04326005";"R QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,82624018766264;48,5430563490597;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2942";2017;42442;2017-09-15;"04326016";"QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,83625744725566;48,5167001676417;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2943";2016;42443;2016-09-15;"04326016";"QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,83625744725566;48,5167001676417;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2944";2015;42444;2015-09-10;"04326016";"QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,83625744725566;48,5167001676417;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2945";2014;42445;2014-09-11;"04326016";"QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,83625744725566;48,5167001676417;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2946";2013;42446;2013-09-12;"04326016";"QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,83625744725566;48,5167001676417;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2947";2012;42447;2012-09-13;"04326016";"QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,83625744725566;48,5167001676417;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2948";2011;42448;2011-09-15;"04326016";"QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,83625744725566;48,5167001676417;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2949";2020;85424;2020-09-01 09:45:00;"04326016";"QUEFFLEUTH A PLOURIN-LES-MORLAIX";-3,83625744725566;48,5167001676417;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"2950";2017;41868;2017-09-13;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2951";2016;41869;2016-09-14;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2952";2015;41870;2015-09-10;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2953";2014;41871;2014-09-10;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2954";2013;41872;2013-09-11;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2955";2012;41873;2012-09-12;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2956";2011;41874;2011-09-14;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2957";2010;41875;2010-09-15;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2958";2009;41876;2009-09-09;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2959";2008;41877;2008-09-09;"04327003";"COAT TOULZAC'H A SAINT-THEGONNEC";-3,90444146091239;48,540425430749;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2960";2015;41980;2015-06-09;"04327016";"PENZÉ A SAINT-THEGONNEC";-3,96365031371191;48,520311859231;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;828,1
"2961";2013;80355;2013-10-09;"04330004";"GOUESSANT A PLESTAN";-2,48239021409922;48,4340295413961;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;300
"2962";2005;80358;2005-10-13;"04330004";"GOUESSANT A PLESTAN";-2,48239021409922;48,4340295413961;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;150
"2963";2013;42796;2013-06-06;"04330008";"HORN A PLOUGOULM";-4,02543794907562;48,6617328132689;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;596
"2964";2013;41053;2013-06-04;"04331009";"REST A PLOUNEVEZ-LOCHRIST";-4,20486031469439;48,6500151713944;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;288
"2965";2015;42154;2015-05-26;"04331010";"QUILLIMADEC A GUISSENY";-4,35670629770144;48,6221097084344;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;884,5
"2966";2015;42644;2015-05-25;"04331012";"QUILLIMADEC A TREGARANTEC";-4,2802322188157;48,559458361655;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;556,95
"2967";2010;41150;2010-05-10;"04332003";"ABER WRAC'H A KERNILIS";-4,4174713909916;48,5616057688892;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;0
"2968";2010;42237;2010-05-03;"04332005";"ABER WRAC'H A FOLGOET";-4,32712980967252;48,5541334027082;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;0
"2969";2010;42745;2010-05-05;"04332009";"KERNILIS A KERNILIS";-4,41914919405026;48,5676181873104;NA;NA;"Indice Abondance Anguille";"Non renseigné";1;0
"2970";2022;88266;2022-09-27 13:00:00;"04333000";"RAU DE LANDUNVEZ A LANDUNVEZ";-4,72600379778924;48,5334901449884;NA;NA;"Pêche complète à un ou plusieurs passages";"A pied";1;120
"2971";2017;42106;2017-08-30;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2972";2016;42107;2016-08-31;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2973";2015;42108;2015-09-14;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2974";2014;42109;2014-08-21;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2975";2013;42110;2013-08-22;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2976";2012;42111;2012-08-24;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2977";2011;42112;2011-08-25;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2978";2010;42113;2010-08-26;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2979";2009;42114;2009-08-20;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2980";2008;42115;2008-08-21;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2981";2007;42116;2007-09-21;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2982";2006;42117;2006-08-22;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2983";2005;42118;2005-08-23;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2984";2004;42119;2004-09-23;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2985";2003;42120;2003-09-18;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2986";2002;42121;2002-09-12;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2987";2001;42122;2001-09-05;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2988";2000;42123;2000-09-14;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2989";1999;42124;1999-10-06;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2990";1998;42125;1998-09-11;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2991";2018;85323;2018-08-29 09:45:00;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"2992";2019;85336;2019-09-05 09:45:00;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"2993";2020;85348;2020-09-01 09:45:00;"04334009";"ELORN A BODILIS";-4,13279414115677;48,488923512559;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"2994";2014;41384;2014-08-21;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2995";2013;41385;2013-08-22;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2996";2012;41386;2012-08-24;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2997";2011;41387;2011-08-25;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2998";2010;41388;2010-08-26;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"2999";2009;41389;2009-08-20;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3000";2008;41390;2008-08-21;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3001";2007;41391;2007-09-21;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3002";2006;41392;2006-08-22;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3003";2005;41393;2005-08-23;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3004";2004;41394;2004-08-26;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3005";2003;41395;2003-09-18;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3006";2002;41396;2002-09-12;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3007";2001;41397;2001-09-06;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3008";2000;41398;2000-09-19;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3009";1999;41399;1999-10-06;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3010";1998;41400;1998-09-10;"04334013";"ELORN A LOC-EGUINER";-4,0722124479377;48,4712138321625;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3011";2017;42308;2017-08-30;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3012";2016;42309;2016-08-31;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3013";2015;42310;2015-09-11;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3014";2014;42311;2014-08-21;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3015";2013;42312;2013-08-22;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3016";2012;42313;2012-08-24;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3017";2011;42314;2011-08-25;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3018";2010;42315;2010-08-26;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3019";2009;42316;2009-08-20;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3020";2008;42317;2008-08-21;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3021";2007;42318;2007-09-21;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3022";2006;42319;2006-08-22;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3023";2005;42320;2005-08-23;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3024";2004;42321;2004-08-26;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3025";2003;42322;2003-09-18;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3026";2002;42323;2002-09-11;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3027";2001;42324;2001-09-06;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3028";2000;42325;2000-09-19;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3029";1999;42326;1999-10-06;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3030";1998;42327;1998-09-10;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3031";2018;85326;2018-08-29 09:45:00;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3032";2019;85339;2019-09-05 09:45:00;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3033";2020;85351;2020-09-01 09:45:00;"04334014";"ELORN A LOCMELAR";-4,07528194097343;48,4640744763126;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3034";2014;42074;2014-08-20;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3035";2013;42075;2013-08-21;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3036";2012;42076;2012-08-23;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3037";2011;42077;2011-08-24;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3038";2010;42078;2010-08-25;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3039";2009;42079;2009-08-19;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3040";2008;42080;2008-08-20;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3041";2007;42081;2007-10-04;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3042";2006;42082;2006-08-22;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3043";2005;42083;2005-08-23;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3044";2004;42084;2004-08-26;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3045";2003;42085;2003-09-18;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3046";2002;42086;2002-09-11;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3047";2001;42087;2001-09-06;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3048";2000;42088;2000-09-19;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3049";1999;42089;1999-10-06;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3050";1998;42090;1998-09-10;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3051";2021;89315;2021-05-18 11:00:00;"04334015";"ELORN A LOCMELAR";-4,0886668691667;48,448868308538;NA;NA;"Indice Abondance Anguille";"A pied";1;NA
"3052";2017;42598;2017-08-29;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3053";2016;42599;2016-08-30;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3054";2015;42600;2015-09-11;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3055";2014;42601;2014-08-20;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3056";2013;42602;2013-08-21;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3057";2012;42603;2012-08-23;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3058";2011;42604;2011-08-24;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3059";2010;42605;2010-08-25;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3060";2009;42606;2009-08-19;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3061";2008;42607;2008-08-20;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3062";2007;42608;2007-10-04;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3063";2006;42609;2006-08-22;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3064";2005;42610;2005-08-23;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3065";2004;42611;2004-09-23;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3066";2018;85327;2018-08-28 09:45:00;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3067";2019;85340;2019-09-03 09:45:00;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3068";2020;85352;2020-09-01 09:45:00;"04334016";"ELORN A PLOUDIRY";-4,10327467809493;48,4349553474066;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3069";2017;41252;2017-08-31;"04335003";"MIGNONNE A SAINT-URBAIN";-4,21950784240342;48,3848508248864;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3070";2016;41253;2016-09-01;"04335003";"MIGNONNE A SAINT-URBAIN";-4,21950784240342;48,3848508248864;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3071";2015;41254;2015-10-08;"04335003";"MIGNONNE A SAINT-URBAIN";-4,21950784240342;48,3848508248864;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3072";2014;41255;2014-10-02;"04335003";"MIGNONNE A SAINT-URBAIN";-4,21950784240342;48,3848508248864;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3073";2013;41256;2013-08-26;"04335003";"MIGNONNE A SAINT-URBAIN";-4,21950784240342;48,3848508248864;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3074";2012;41257;2012-08-27;"04335003";"MIGNONNE A SAINT-URBAIN";-4,21950784240342;48,3848508248864;NA;NA;"Indice Abondance Saumon";"Non renseigné";1;0
"3075";2018;85369;2018-08-30 09:45:00;"04335003";"MIGNONNE A SAINT-URBAIN";-4,21950784240342;48,3848508248864;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
"3076";2019;85376;2019-09-06 09:45:00;"04335003";"MIGNONNE A SAINT-URBAIN";-4,21950784240342;48,3848508248864;NA;NA;"Indice Abondance Saumon";"A pied";1;NA
